HKL Value		Reward		TotalReward	Chi Squared	Z Appr. 	Error	Two-Thetas	Sfs2
3 1 1			0.0		0.0		0.0		0.2	0.5239	28.3131072915	41.7464
1 3 7			0.0		0.0		0.28		0.18465	0.1893	39.2755843192	5.3372
2 6 4			0.08		0.08		0.11		0.26067	0.8772	60.3635846112	78.02
6 0 8			0.02		0.1		0.08		0.26282	2.9234	64.163237895	5.3359
5 3 7			0.01		0.11		0.06		0.26225	0.2523	60.5057581853	5.4388
0 4 4			0.0		0.11		0.05		0.26269	0.8482	39.0545896029	78.0016
3 3 3			-0.0		0.11		0.05		0.263	0.8081	39.7679129272	70.9373
1 3 3			-0.01		0.1		0.07		0.26014	0.7045	30.3940112777	66.1614
3 1 9			0.01		0.11		0.05		0.23849	0.36	45.2950695798	8.7768
4 2 8			0.0		0.11		0.05		0.23782	0.7605	51.4203212226	2.5419
3 1 15			0.0		0.11		0.04		0.23798	0.2871	67.3554895111	7.7692
0 6 8			0.0		0.11		0.04		0.23878	0.7694	64.1950429677	5.6946
1 7 7			-0.0		0.11		0.04		0.24176	0.4353	72.3061031614	6.1143
1 3 15			0.0		0.11		0.04		0.24134	0.2862	67.3623786269	8.1809
4 2 4			-2.91		-2.8		2.95		0.23361	0.7624	43.1345383828	64.2766
3 3 7			0.09		-2.71		2.77		0.2332	0.1558	47.1418707618	3.5073
7 1 7			0.07		-2.64		2.63		0.24123	0.3505	72.2660298289	5.0526
4 0 4			0.08		-2.56		2.48		0.24094	1.2165	39.0343929222	79.1487
1 1 7			0.06		-2.51		2.36		0.25102	0.2012	29.7561292971	6.5386
5 1 7			0.06		-2.45		2.24		0.25214	0.2609	54.1000446603	4.252
3 7 3			0.05		-2.39		2.14		0.25201	0.8954	72.6346668965	71.6226
3 5 7			0.05		-2.34		2.04		0.25195	0.2309	60.5203777188	5.6046
4 4 2			0.04		-2.3		1.96		0.25195	1.2125	52.0311030722	128.6454
0 6 12			0.03		-2.27		1.9		0.25202	0.3425	75.0250979777	1.887
2 4 8			0.04		-2.23		1.82		0.25202	0.1687	51.4325245866	2.4593
3 1 3			0.04		-2.2		1.75		0.25194	1.2003	30.3814370344	67.5761
0 2 18			-0.17		-2.37		1.92		0.26556	0.3755	76.3208597895	3.7538
3 3 13			-0.23		-2.61		2.16		0.26574	0.5636	65.4922780779	9.1158
2 4 12			0.01		-2.6		2.14		0.26601	0.2205	63.4791913795	4.8908
5 5 7			0.03		-2.57		2.09		0.26548	0.6639	72.2860687267	4.3062
0 2 8			0.03		-2.54		2.03		0.26592	0.1155	35.7619852008	1.7384
1 3 9			0.03		-2.51		1.97		0.26592	0.2622	45.3040218183	7.1674
0 2 0			0.02		-2.49		1.92		0.26592	1.4407	17.6394681947	177.2483
2 2 2			0.02		-2.46		1.87		0.26596	1.1162	26.2109248846	125.5642
0 4 16			-21.53		-24.0		23.4		0.25023	1.5557	75.7704700384	94.8658
2 2 0			0.3		-23.7		22.81		0.25023	11.1953	25.0390113278	1035.9387
1 3 1			0.32		-23.38		22.18		0.25023	0.5324	28.3265170018	42.1271
3 1 7			0.3		-23.08		21.58		0.25023	0.257	39.2655360855	5.205
7 3 3			0.28		-22.8		21.01		0.25023	1.9283	72.601334037	69.5466
6 0 12			0.27		-22.53		20.48		0.25023	0.5892	74.995462768	0.9301
