HKL Value		Reward		TotalReward	Chi Squared	Z Appr. 	Error	Two-Thetas	Sfs2
3 1 1			0.0		0.0		0.0		0.2	0.5239	28.3131072915	41.7464
1 3 7			0.0		0.0		0.28		0.18465	0.1893	39.2755843192	5.3372
2 6 4			0.08		0.08		0.11		0.26067	0.8772	60.3635846112	78.02
6 0 8			0.02		0.1		0.08		0.26282	2.9234	64.163237895	5.3359
5 3 7			0.01		0.11		0.06		0.26225	0.2523	60.5057581853	5.4388
0 4 4			0.0		0.11		0.05		0.26269	0.8482	39.0545896029	78.0016
3 3 3			-0.0		0.11		0.05		0.263	0.8081	39.7679129272	70.9373
1 3 3			-0.01		0.1		0.07		0.26014	0.7045	30.3940112777	66.1614
3 1 9			0.01		0.11		0.05		0.23849	0.36	45.2950695798	8.7768
4 2 8			0.0		0.11		0.05		0.23782	0.7605	51.4203212226	2.5419
1 1 7			-0.01		0.1		0.06		0.25283	0.2012	29.7561292971	6.5386
3 3 7			-0.03		0.06		0.09		0.25261	0.1558	47.1418707618	3.5073
0 6 8			0.0		0.07		0.09		0.25276	0.7694	64.1950429677	5.6946
7 1 7			0.0		0.07		0.08		0.25261	0.3505	72.2660298289	5.0526
4 0 4			0.0		0.07		0.08		0.25264	1.2165	39.0343929222	79.1487
1 3 15			-0.0		0.07		0.08		0.25212	0.2862	67.3623786269	8.1809
3 1 15			0.0		0.07		0.08		0.25175	0.2871	67.3554895111	7.7692
2 4 12			-0.11		-0.04		0.19		0.25183	0.2205	63.4791913795	4.8908
3 7 3			0.0		-0.04		0.18		0.25168	0.8954	72.6346668965	71.6226
5 1 7			0.0		-0.03		0.18		0.25259	0.2609	54.1000446603	4.252
3 7 5			-8.07		-8.1		8.24		0.23758	1.0548	74.7470539899	89.5814
3 5 7			0.2		-7.9		7.85		0.23758	0.2309	60.5203777188	5.6046
0 2 8			0.17		-7.73		7.51		0.23607	0.1155	35.7619852008	1.7384
4 4 2			0.16		-7.58		7.2		0.23592	1.2125	52.0311030722	128.6454
2 4 8			0.15		-7.43		6.9		0.23581	0.1687	51.4325245866	2.4593
1 7 7			0.14		-7.29		6.63		0.23806	0.4353	72.3061031614	6.1143
3 1 3			0.13		-7.16		6.37		0.23822	1.2003	30.3814370344	67.5761
2 2 2			0.11		-7.05		6.15		0.23807	1.1162	26.2109248846	125.5642
5 5 7			0.11		-6.94		5.93		0.23794	0.6639	72.2860687267	4.3062
1 3 9			0.1		-6.84		5.73		0.23901	0.2622	45.3040218183	7.1674
0 2 0			0.09		-6.76		5.56		0.23901	1.4407	17.6394681947	177.2483
3 3 9			0.08		-6.68		5.41		0.2388	0.3816	52.4524123761	12.0632
1 3 1			0.08		-6.6		5.24		0.2388	0.5324	28.3265170018	42.1271
2 0 0			0.07		-6.53		5.1		0.2388	2.02	17.6289686615	175.6782
2 0 8			0.07		-6.46		4.96		0.238	0.1665	35.7565424018	1.5727
1 3 11			-1.31		-7.77		6.27		0.22981	2.4293	52.0561920156	298.4303
5 5 3			0.09		-7.68		6.1		0.22968	0.8107	66.8760743485	64.1048
3 1 7			0.08		-7.6		5.94		0.22989	0.257	39.2655360855	5.205
2 0 14			0.04		-7.56		5.85		0.22722	0.2634	58.6945218607	7.3942
6 0 12			0.08		-7.48		5.7		0.22722	0.5892	74.995462768	0.9301
